### Generated by the command:
### src/extract_conll.py en ./data ./splits -j statuses.json -ls tok:g sem:g
# newdoc id = p02/d0010
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = A girl is styling her hair
# tok:gold	tok:gold	sem:gold
# raw sent = I have gooseberries in my garden.
I	I	PRO
have	have	ENS
gooseberries	gooseberries	CON
in	in	REL
my	my	HAS
garden	garden	CON
.	.	NIL

# newdoc id = p03/d2401
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It's five till four.
It	It	PRO
's	's	NOW
five~till~four	five~till~four	CLO
.	.	NIL

# newdoc id = p03/d2405
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom put his wallet on the table.
Tom	Tom	PER
put	put	EPS
his	his	HAS
wallet	wallet	CON
on	on	REL
the	the	DEF
table	table	CON
.	.	NIL

# newdoc id = p03/d2417
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is yawning.
Tom	Tom	PER
is	is	NOW
yawning	yawning	EXG
.	.	NIL

# newdoc id = p03/d2419
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I watched him cross the street.
I	I	PRO
watched	watched	EPS
him	him	PRO
cross	cross	EXS
the	the	DEF
street	street	CON
.	.	NIL

# newdoc id = p03/d2420
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = You made Tom cry.
You	You	PRO
made	made	EPS
Tom	Tom	PER
cry	cry	EXS
.	.	NIL

# newdoc id = p03/d2428
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She came to Tokyo when she was 18.
She	She	PRO
came	came	EPS
to	to	REL
Tokyo	Tokyo	GPE
when	when	REL
she	she	PRO
was	was	PST
18	18	QUC
.	.	NIL

# newdoc id = p03/d2436
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He hates Halloween.
He	He	PRO
hates	hates	ENS
Halloween	Halloween	HAP
.	.	NIL

# newdoc id = p03/d2452
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = His face turned pale.
His	His	HAS
face	face	CON
turned	turned	EPS
pale	pale	IST
.	.	NIL

# newdoc id = p03/d2453
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = All of the town was destroyed by a fire.
All	All	AND
of	of	REL
the	the	DEF
town	town	CON
was	was	PST
destroyed	destroyed	EXS
by	by	REL
a	a	DIS
fire	fire	CON
.	.	NIL

# newdoc id = p03/d2462
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = India is the seventh largest country in the world.
India	India	GPE
is	is	ENS
the	the	DEF
seventh	seventh	ORD
largest	largest	TOP
country	country	CON
in	in	REL
the	the	DEF
world	world	CON
.	.	NIL

# newdoc id = p03/d2466
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Everyone liked her because she was very kind.
Everyone	Everyone	AND
liked	liked	EPS
her	her	PRO
because	because	SUB
she	she	PRO
was	was	PST
very	very	INT
kind	kind	IST
.	.	NIL

# newdoc id = p03/d2477
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How beautiful this flower is!
How	How	EMP
beautiful	beautiful	IST
this	this	PRX
flower	flower	CON
is	is	NOW
!	!	EMP

# newdoc id = p03/d2483
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I want to eat ice cream.
I	I	PRO
want	want	ENS
to	to	NIL
eat	eat	EXS
ice~cream	ice~cream	CON
.	.	NIL

# newdoc id = p03/d2494
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm not married yet.
I	I	PRO
'm	'm	NOW
not	not	NOT
married	married	IST
yet	yet	ALT
.	.	NIL

# newdoc id = p03/d2510
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She is living in some village in India.
She	She	PRO
is	is	NOW
living	living	EXG
in	in	REL
some	some	DIS
village	village	CON
in	in	REL
India	India	GPE
.	.	NIL

# newdoc id = p03/d2536
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Four percent inflation is forecast for this year.
Four	Four	QUC
percent	percent	UOM
inflation	inflation	CON
is	is	NOW
forecast	forecast	EXS
for	for	REL
this	this	PRX
year	year	CON
.	.	NIL

# newdoc id = p03/d2544
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = My wrist hurts.
My	My	HAS
wrist	wrist	CON
hurts	hurts	ENS
.	.	NIL

# newdoc id = p03/d2547
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = It's not real money.
It	It	PRO
's	's	ENS
not	not	NOT
real	real	IST
money	money	CON
.	.	NIL

# newdoc id = p03/d2553
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'll wash the dishes once again.
I	I	PRO
'll	'll	FUT
wash	wash	EXS
the	the	DEF
dishes	dishes	CON
once~again	once~again	ALT
.	.	NIL

# newdoc id = p03/d2554
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Pua sang.
Pua	Pua	PER
sang	sang	EPS
.	.	NIL

# newdoc id = p03/d2569
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He intrigues me.
He	He	PRO
intrigues	intrigues	ENS
me	me	PRO
.	.	NIL

# newdoc id = p03/d2584
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Detective stories are amusing.
Detective~stories	Detective~stories	CON
are	are	NOW
amusing	amusing	IST
.	.	NIL

# newdoc id = p03/d2626
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The chairman resigned out of the blue.
The	The	DEF
chairman	chairman	ROL
resigned	resigned	EPS
out~of~the~blue	out~of~the~blue	IST
.	.	NIL

# newdoc id = p03/d2627
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom and Mary were both crying.
Tom	Tom	PER
and	and	GRP
Mary	Mary	PER
were	were	PST
both	both	AND
crying	crying	EXG
.	.	NIL

# newdoc id = p03/d2642
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom is tall.
Tom	Tom	PER
is	is	NOW
tall	tall	DEG
.	.	NIL

# newdoc id = p03/d2650
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This car was made in Japan.
This	This	PRX
car	car	CON
was	was	PST
made	made	EXS
in	in	REL
Japan	Japan	GPE
.	.	NIL

# newdoc id = p03/d2656
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This book is Paolo's.
This	This	PRX
book	book	CON
is	is	ENS
Paolo	Paolo	PER
's	's	HAS
.	.	NIL

# newdoc id = p03/d2659
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She laid the magazine on the table.
She	She	PRO
laid	laid	EPS
the	the	DEF
magazine	magazine	CON
on	on	REL
the	the	DEF
table	table	CON
.	.	NIL

# newdoc id = p03/d2661
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Dan fixed a quick meal for Linda.
Dan	Dan	PER
fixed	fixed	EPS
a	a	DIS
quick	quick	IST
meal	meal	CON
for	for	REL
Linda	Linda	PER
.	.	NIL

# newdoc id = p03/d2675
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am often mistaken.
I	I	PRO
am	am	NOW
often	often	QUV
mistaken	mistaken	IST
.	.	NIL

# newdoc id = p03/d2676
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Mary loves her pony.
Mary	Mary	PER
loves	loves	ENS
her	her	HAS
pony	pony	CON
.	.	NIL

# newdoc id = p03/d2679
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I am aiming at that duck.
I	I	PRO
am	am	NOW
aiming	aiming	EXG
at	at	REL
that	that	DST
duck	duck	CON
.	.	NIL

# newdoc id = p03/d2704
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He teaches us English.
He	He	PRO
teaches	teaches	ENS
us	us	PRO
English	English	CON
.	.	NIL

# newdoc id = p03/d2719
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She always paints her nails red.
She	She	PRO
always	always	AND
paints	paints	ENS
her	her	HAS
nails	nails	CON
red	red	COL
.	.	NIL

# newdoc id = p03/d2742
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Thirteen homes have been destroyed.
Thirteen	Thirteen	QUC
homes	homes	CON
have	have	NOW
been	been	PFT
destroyed	destroyed	EXS
.	.	NIL

# newdoc id = p03/d2746
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom asked me if I wanted some ketchup on my hamburger.
Tom	Tom	PER
asked	asked	EPS
me	me	PRO
if	if	DIS
I	I	PRO
wanted	wanted	EPS
some	some	DIS
ketchup	ketchup	CON
on	on	REL
my	my	HAS
hamburger	hamburger	CON
.	.	NIL

# newdoc id = p03/d2755
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This is the house where he was born.
This	This	PRX
is	is	ENS
the	the	DEF
house	house	CON
where	where	REL
he	he	PRO
was	was	PST
born	born	EXS
.	.	NIL

# newdoc id = p03/d2758
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The boy bowed to me.
The	The	DEF
boy	boy	CON
bowed	bowed	EPS
to	to	REL
me	me	PRO
.	.	NIL

# newdoc id = p03/d2764
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The light bulb burst.
The	The	DEF
light~bulb	light~bulb	CON
burst	burst	EPS
.	.	NIL

# newdoc id = p03/d2769
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She's very handy with a saw.
She	She	PRO
's	's	NOW
very	very	INT
handy	handy	IST
with	with	REL
a	a	DIS
saw	saw	CON
.	.	NIL

# newdoc id = p03/d2779
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I've already watched this film on the telly.
I	I	PRO
've	've	NOW
already	already	IST
watched	watched	EXT
this	this	PRX
film	film	CON
on	on	REL
the	the	DEF
telly	telly	CON
.	.	NIL

# newdoc id = p03/d2785
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = That displeased everyone.
That	That	DST
displeased	displeased	EPS
everyone	everyone	AND
.	.	NIL

# newdoc id = p03/d2790
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She patted her son on the shoulder.
She	She	PRO
patted	patted	EPS
her	her	HAS
son	son	ROL
on	on	REL
the	the	DEF
shoulder	shoulder	CON
.	.	NIL

# newdoc id = p03/d2800
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I'm not ashamed.
I	I	PRO
'm	'm	NOW
not	not	NOT
ashamed	ashamed	IST
.	.	NIL

# newdoc id = p03/d2806
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I had a nosebleed today.
I	I	PRO
had	had	EPS
a	a	DIS
nosebleed	nosebleed	CON
today	today	NOW
.	.	NIL

# newdoc id = p03/d2811
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = There is a mistake in this sentence.
There	There	NIL
is	is	ENS
a	a	DIS
mistake	mistake	CON
in	in	REL
this	this	PRX
sentence	sentence	CON
.	.	NIL

# newdoc id = p03/d2823
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Jack is the tallest boy in his class.
Jack	Jack	PER
is	is	ENS
the	the	DEF
tallest	tallest	TOP
boy	boy	CON
in	in	REL
his	his	HAS
class	class	CON
.	.	NIL

# newdoc id = p03/d2825
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom put all his money in a box and hid it under his bed.
Tom	Tom	PER
put	put	EPS
all	all	AND
his	his	HAS
money	money	CON
in	in	REL
a	a	DIS
box	box	CON
and	and	COO
hid	hid	EPS
it	it	PRO
under	under	REL
his	his	HAS
bed	bed	CON
.	.	NIL

# newdoc id = p03/d2829
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I want a vanilla ice cream.
I	I	PRO
want	want	ENS
a	a	DIS
vanilla~ice~cream	vanilla~ice~cream	CON
.	.	NIL

# newdoc id = p03/d2868
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She tasted the food and grimaced.
She	She	PRO
tasted	tasted	EPS
the	the	DEF
food	food	CON
and	and	COO
grimaced	grimaced	EPS
.	.	NIL

# newdoc id = p03/d2896
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The little girl is sucking her finger.
The	The	DEF
little	little	IST
girl	girl	CON
is	is	NOW
sucking	sucking	EXG
her	her	HAS
finger	finger	CON
.	.	NIL

# newdoc id = p03/d2897
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I didn't tell Tom anything.
I	I	PRO
did	did	PST
n't	n't	NOT
tell	tell	EXS
Tom	Tom	PER
anything	anything	DIS
.	.	NIL

# newdoc id = p03/d2919
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He chops wood every day.
He	He	PRO
chops	chops	ENS
wood	wood	CON
every	every	AND
day	day	CON
.	.	NIL

# newdoc id = p03/d2920
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I love her, but she's a lesbian.
I	I	PRO
love	love	ENS
her	her	PRO
,	,	NIL
but	but	BUT
she	she	PRO
's	's	ENS
a	a	DIS
lesbian	lesbian	ROL
.	.	NIL

# newdoc id = p03/d2959
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom peeked inside the room.
Tom	Tom	PER
peeked	peeked	EPS
inside	inside	REL
the	the	DEF
room	room	CON
.	.	NIL

# newdoc id = p03/d2965
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The people will decide at the ballot box.
The	The	DEF
people	people	CON
will	will	FUT
decide	decide	EXS
at	at	REL
the	the	DEF
ballot~box	ballot~box	CON
.	.	NIL

# newdoc id = p03/d2977
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This CD costs ten dollars.
This	This	PRX
CD	CD	CON
costs	costs	ENS
ten	ten	QUC
dollars	dollars	UOM
.	.	NIL

# newdoc id = p03/d2994
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The truth hurts, doesn't it?
The	The	DEF
truth	truth	CON
hurts	hurts	ENS
,	,	NIL
does	does	NOW
n't	n't	NOT
it	it	PRO
?	?	QUE

# newdoc id = p03/d3002
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom isn't a bad coach.
Tom	Tom	PER
is	is	NOW
n't	n't	NOT
a	a	DIS
bad	bad	IST
coach	coach	ROL
.	.	NIL

# newdoc id = p03/d3020
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I had a white dress made by my mother.
I	I	PRO
had	had	EPS
a	a	DIS
white	white	COL
dress	dress	CON
made	made	EXS
by	by	REL
my	my	HAS
mother	mother	ROL
.	.	NIL

# newdoc id = p03/d3032
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Our dog, which is named John, barks at anybody.
Our	Our	HAS
dog	dog	CON
,	,	NIL
which	which	AND
is	is	NOW
named	named	EXS
John	John	LIT
,	,	NIL
barks	barks	ENS
at	at	REL
anybody	anybody	AND
.	.	NIL

# newdoc id = p03/d3034
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = We are climbing the palm tree.
We	We	PRO
are	are	NOW
climbing	climbing	EXG
the	the	DEF
palm~tree	palm~tree	CON
.	.	NIL

# newdoc id = p03/d3041
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This cheese has a sharp taste.
This	This	PRX
cheese	cheese	CON
has	has	ENS
a	a	DIS
sharp	sharp	IST
taste	taste	CON
.	.	NIL

# newdoc id = p03/d3043
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = At this restaurant, you eat spaghetti with chopsticks.
At	At	REL
this	this	PRX
restaurant	restaurant	CON
,	,	NIL
you	you	PRO
eat	eat	ENS
spaghetti	spaghetti	CON
with	with	REL
chopsticks	chopsticks	CON
.	.	NIL

# newdoc id = p03/d3047
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He was a rugby player.
He	He	PRO
was	was	EPS
a	a	DIS
rugby	rugby	CON
player	player	ROL
.	.	NIL

# newdoc id = p03/d3053
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The old man is sitting.
The	The	DEF
old	old	DEG
man	man	CON
is	is	NOW
sitting	sitting	EXG
.	.	NIL

# newdoc id = p03/d3059
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = A son must obey his father.
A	A	AND
son	son	ROL
must	must	NEC
obey	obey	EXS
his	his	HAS
father	father	ROL
.	.	NIL

# newdoc id = p03/d3063
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He wrote a lot of stories.
He	He	PRO
wrote	wrote	EPS
a	a	DIS
lot	lot	QUV
of	of	REL
stories	stories	CON
.	.	NIL

# newdoc id = p03/d3085
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom has braided his beard.
Tom	Tom	PER
has	has	NOW
braided	braided	EXT
his	his	HAS
beard	beard	CON
.	.	NIL

# newdoc id = p03/d3089
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The dagger penetrated his heart.
The	The	DEF
dagger	dagger	CON
penetrated	penetrated	EPS
his	his	HAS
heart	heart	CON
.	.	NIL

# newdoc id = p03/d3115
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The teacher joked that she was 90 years old.
The	The	DEF
teacher	teacher	ROL
joked	joked	EPS
that	that	SUB
she	she	PRO
was	was	PST
90	90	QUC
years	years	UOM
old	old	DEG
.	.	NIL

# newdoc id = p03/d3122
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I was talking to him.
I	I	PRO
was	was	PST
talking	talking	EXG
to	to	REL
him	him	PRO
.	.	NIL

# newdoc id = p03/d3142
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He shot an arrow at the deer.
He	He	PRO
shot	shot	EPS
an	an	DIS
arrow	arrow	CON
at	at	REL
the	the	DEF
deer	deer	CON
.	.	NIL

# newdoc id = p03/d3144
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The clouds hang in the sky.
The	The	DEF
clouds	clouds	CON
hang	hang	ENS
in	in	REL
the	the	DEF
sky	sky	CON
.	.	NIL

# newdoc id = p03/d3146
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I think Tom is persuasive.
I	I	PRO
think	think	ENS
Tom	Tom	PER
is	is	NOW
persuasive	persuasive	IST
.	.	NIL

# newdoc id = p03/d3150
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom was a bit late.
Tom	Tom	PER
was	was	PST
a	a	DIS
bit	bit	QUV
late	late	IST
.	.	NIL

# newdoc id = p03/d3167
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I never saw her again.
I	I	PRO
never	never	NOT
saw	saw	EPS
her	her	PRO
again	again	ALT
.	.	NIL

# newdoc id = p03/d3197
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I thought you hated me.
I	I	PRO
thought	thought	EPS
you	you	PRO
hated	hated	EPS
me	me	PRO
.	.	NIL

# newdoc id = p03/d3199
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = You told a lie.
You	You	PRO
told	told	EPS
a	a	DIS
lie	lie	CON
.	.	NIL

# newdoc id = p03/d3218
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = How much is this umbrella?
How	How	QUE
much	much	QUV
is	is	ENS
this	this	PRX
umbrella	umbrella	CON
?	?	QUE

# newdoc id = p03/d3233
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The bank is closed on Sunday.
The	The	DEF
bank	bank	CON
is	is	NOW
closed	closed	IST
on	on	REL
Sunday	Sunday	DOW
.	.	NIL

# newdoc id = p03/d3238
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = She punched me in the face.
She	She	PRO
punched	punched	EPS
me	me	PRO
in	in	REL
the	the	DEF
face	face	CON
.	.	NIL

# newdoc id = p03/d3321
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Every child bowed to the teacher.
Every	Every	AND
child	child	CON
bowed	bowed	EPS
to	to	REL
the	the	DEF
teacher	teacher	ROL
.	.	NIL

# newdoc id = p03/d3327
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom twisted Mary's arm and she agreed to donate some money to our charity.
Tom	Tom	PER
twisted	twisted	EPS
Mary	Mary	PER
's	's	HAS
arm	arm	CON
and	and	COO
she	she	PRO
agreed	agreed	EPS
to	to	NIL
donate	donate	EXS
some	some	DIS
money	money	CON
to	to	REL
our	our	HAS
charity	charity	CON
.	.	NIL

# newdoc id = p03/d3328
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He attempted to swim across the river.
He	He	PRO
attempted	attempted	EPS
to	to	NIL
swim	swim	EXS
across	across	REL
the	the	DEF
river	river	CON
.	.	NIL

# newdoc id = p03/d3337
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = We waited.
We	We	PRO
waited	waited	EPS
.	.	NIL

# newdoc id = p03/d3349
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I left your book in the car.
I	I	PRO
left	left	EPS
your	your	HAS
book	book	CON
in	in	REL
the	the	DEF
car	car	CON
.	.	NIL

# newdoc id = p03/d3367
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom grabbed Mary by the hair.
Tom	Tom	PER
grabbed	grabbed	EPS
Mary	Mary	PER
by	by	REL
the	the	DEF
hair	hair	CON
.	.	NIL

# newdoc id = p03/d3386
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = We believed that the object was a UFO (Unidentified Flying Object).
We	We	PRO
believed	believed	EPS
that	that	SUB
the	the	DEF
object	object	CON
was	was	EPS
a	a	DIS
UFO	UFO	CON
(	(	REL
Unidentified~Flying~Object	Unidentified~Flying~Object	CON
)	)	NIL
.	.	NIL

# newdoc id = p03/d3427
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The hunting dogs followed the scent of the fox.
The	The	DEF
hunting~dogs	hunting~dogs	CON
followed	followed	EPS
the	the	DEF
scent	scent	CON
of	of	REL
the	the	DEF
fox	fox	CON
.	.	NIL

# newdoc id = p03/d3433
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I made a few changes.
I	I	PRO
made	made	EPS
a	a	DIS
few	few	QUV
changes	changes	CON
.	.	NIL

# newdoc id = p03/d3436
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom stood up again.
Tom	Tom	PER
stood	stood	EPS
up	up	REL
again	again	ALT
.	.	NIL

# newdoc id = p03/d3442
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Is Tom allergic to anything?
Is	Is	NOW
Tom	Tom	PER
allergic	allergic	IST
to	to	REL
anything	anything	DIS
?	?	QUE

# newdoc id = p03/d3443
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = The hotel was burned down.
The	The	DEF
hotel	hotel	CON
was	was	PST
burned	burned	EXS
down	down	REL
.	.	NIL

# newdoc id = p03/d3449
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Has Tom eaten yet?
Has	Has	NOW
Tom	Tom	PER
eaten	eaten	EXT
yet	yet	ALT
?	?	QUE

# newdoc id = p03/d3456
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = I owe you a beer.
I	I	PRO
owe	owe	ENS
you	you	PRO
a	a	DIS
beer	beer	CON
.	.	NIL

# newdoc id = p03/d3457
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = This watch is ten minutes slow.
This	This	PRX
watch	watch	CON
is	is	NOW
ten	ten	QUC
minutes	minutes	UOM
slow	slow	IST
.	.	NIL

# newdoc id = p03/d3459
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = What a feast!
What	What	EMP
a	a	DIS
feast	feast	CON
!	!	EMP

# newdoc id = p03/d3490
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Millie has a dog.
Millie	Millie	PER
has	has	ENS
a	a	DIS
dog	dog	CON
.	.	NIL

# newdoc id = p03/d3499
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom has found something interesting.
Tom	Tom	PER
has	has	NOW
found	found	EXT
some	some	DIS
thing	thing	CON
interesting	interesting	IST
.	.	NIL

# newdoc id = p03/d3504
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = He abused my confidence.
He	He	PRO
abused	abused	EPS
my	my	HAS
confidence	confidence	CON
.	.	NIL

# newdoc id = p03/d3527
# layer:statuses =
# tok:gold	tok:gold	sem:gold
# raw sent = Tom took the bus to school.
Tom	Tom	PER
took	took	EPS
the	the	DEF
bus	bus	CON
to	to	REL
